dataset,image,psnr,ssim,time
BSD100,BSD100_361010,26.25170490902689,0.7546148539031634,0.033768899999813584
BSD100,BSD100_37073,27.596816009026284,0.7354273738331173,0.04742340000029799
BSD100,BSD100_376043,23.801198897421653,0.5958201584136078,0.04069250000065949
BSD100,BSD100_38082,25.77389667957789,0.6047242715346147,0.034273299999767914
BSD100,BSD100_38092,24.535059743879533,0.6853771436474642,0.04202199999963341
BSD100,BSD100_385039,21.942438479551548,0.6413443801034394,0.045979999999872234
BSD100,BSD100_41033,28.576852116879024,0.753302822276079,0.03523310000036872
BSD100,BSD100_41069,22.20437567378152,0.4717248682988948,0.03597700000045734
BSD100,BSD100_42012,27.998037879319156,0.795728259024386,0.04506420000052458
BSD100,BSD100_42049,27.643482813506054,0.8969565485936073,0.06545600000026752
BSD100,BSD100_43074,28.435510118731983,0.8027061928106926,0.07101739999961865
BSD100,BSD100_45096,33.28498888786362,0.9126159445847347,0.060881399999743735
BSD100,BSD100_54082,26.703675098226697,0.6877150260048613,0.04648600000018632
BSD100,BSD100_55073,20.68614452782887,0.5035475952635625,0.043690999999853375
BSD100,BSD100_58060,19.68978506617514,0.5756851268492822,0.06945850000010978
BSD100,BSD100_62096,22.970868818601886,0.7231542870231094,0.04974859999947512
BSD100,BSD100_65033,23.411068175380542,0.559419571451722,0.0447982999994565
BSD100,BSD100_66053,25.77135066964706,0.6675254345020732,0.03376639999987674
BSD100,BSD100_69015,28.551968603866037,0.7889185894000564,0.042478899999878195
BSD100,BSD100_69020,25.673681260721416,0.5595972149185037,0.0329900999995516
BSD100,BSD100_69040,23.49608611748423,0.6332010561415796,0.030626800000391086
BSD100,BSD100_76053,27.480131368991433,0.6729523122908224,0.045631199999661476
BSD100,BSD100_78004,23.998816321350592,0.6763707262868731,0.03846640000028856
BSD100,BSD100_8023,28.251889773650973,0.864850450413701,0.043372899999667425
BSD100,BSD100_85048,23.64937683870722,0.6744677853346029,0.036016600000039034
BSD100,BSD100_86000,23.649922642493525,0.7426410559679137,0.0446059999994759
BSD100,BSD100_86016,20.580393577207015,0.31330911705788805,0.0385004999998273
BSD100,BSD100_86068,25.537366013315783,0.5333201001125858,0.04075049999937619
BSD100,BSD100_87046,24.538859245738166,0.7693193708598214,0.04106549999960407
BSD100,BSD100_89072,24.852978057362574,0.69021929084655,0.03264200000012352
BSD100,BSD100_97033,22.965399575756898,0.6781884968331502,0.032552900000155205
Urban100,Urban100_img_001,24.534171662056124,0.6961362870208804,0.18451530000038474
Urban100,Urban100_img_002,23.713365767698882,0.7358837079665189,0.03319759999976668
Urban100,Urban100_img_003,21.08152404830788,0.5941918005278457,0.02954090000002907
Urban100,Urban100_img_004,20.75682585451567,0.7487345195075381,0.16811880000022938
Urban100,Urban100_img_005,23.74238186490979,0.8639337167311921,0.026834499999495165
