dataset,image,psnr,ssim,time
Urban100,Urban100_img_082,28.441574646542342,0.8905916720965075,0.04265139999915846
Urban100,Urban100_img_083,20.004928381009606,0.6262207015738065,0.07423179999750573
Urban100,Urban100_img_084,26.076009036970564,0.7622078073237133,0.0972399999955087
Urban100,Urban100_img_085,25.50205517652959,0.8699144653998993,0.053449700004421175
Urban100,Urban100_img_086,27.882206119242703,0.8528529245988371,0.23190320000139764
Urban100,Urban100_img_087,23.04924628044807,0.7763780668455267,0.04482550000102492
Urban100,Urban100_img_088,17.826243989100295,0.5104460203923714,0.049885600004927255
Urban100,Urban100_img_089,24.80649492737725,0.6759279779835078,0.07504480000352487
Urban100,Urban100_img_090,31.191559603910257,0.9201407239730895,0.08755219999875408
Urban100,Urban100_img_091,21.17210487163935,0.5953160026651464,0.2208870000031311
Urban100,Urban100_img_092,15.911915507130052,0.5097334533711787,0.20107219999772497
Urban100,Urban100_img_093,24.410382177732266,0.841692343662884,0.033336899999994785
Urban100,Urban100_img_094,24.80699517762418,0.7162208583318274,0.03139219999866327
Urban100,Urban100_img_095,17.946097481158205,0.3749564674592461,0.2280581999948481
Urban100,Urban100_img_096,21.116026595339275,0.7562854546615009,0.03083850000257371
Urban100,Urban100_img_097,22.337178928082054,0.7006827063654741,0.027931100004934706
Urban100,Urban100_img_098,18.693320513876575,0.47142752363182305,0.052110099997662473
Urban100,Urban100_img_099,21.261435531156557,0.6357352319256603,0.07761069999833126
Urban100,Urban100_img_100,20.694966818231165,0.6079389420854175,0.12587969999731285
