dataset,avg_psnr,avg_ssim,avg_time
Set5,28.150726122270264,0.8346238043107984,0.0763663200001247
Set14,25.199080176497542,0.7290208714854174,0.011899000000084925
BSD100,25.42197924385238,0.7053512076025386,0.0359989919999498
Urban100,22.65039407932553,0.7020742359595122,2.9661566980000043
