dataset,avg_psnr,avg_ssim,avg_time
Set5,26.64774403255317,0.7901598500871562,0.0007932186126708984
Set14,24.208860792058452,0.6856103010725371,0.0012772934777396066
BSD100,24.65075253574703,0.6613770113126324,0.0009793567657470704
Urban100,21.699059082182444,0.6517022051791017,0.005613317489624023
