dataset,avg_psnr,avg_ssim,avg_time
Set5,28.394140324573147,0.8416643253988362,0.08146286000119289
Set14,25.3612938241446,0.7339073747638674,0.017756828571041945
BSD100,25.50190253251134,0.7088261958489666,0.05009852799965302
Urban100,22.790290902902537,0.7100494730545698,0.10290269100019941
